A,0,1,1.0
A,0,2,2.0
A,0,3,3.0
A,0,4,4.0
A,0,5,5.0
A,0,6,6.0
A,0,7,7.0
A,0,8,8.0
A,0,9,9.0
A,0,10,10.0
A,0,11,11.0
A,0,12,12.0
A,0,13,13.0
A,0,14,14.0
A,0,15,15.0
A,0,16,16.0
A,0,17,17.0
A,0,18,18.0
A,0,19,19.0
A,0,20,20.0
A,0,21,21.0
A,0,22,22.0
A,0,23,23.0
A,0,24,24.0
A,0,25,25.0
A,0,26,26.0
A,0,27,27.0
A,0,28,28.0
A,0,29,29.0
A,0,30,30.0
A,0,31,31.0
A,0,32,32.0
A,0,33,33.0
A,0,34,34.0
A,0,35,35.0
A,0,36,36.0
A,0,37,37.0
A,0,38,38.0
A,0,39,39.0
A,0,40,40.0
A,0,41,41.0
A,0,42,42.0
A,0,43,43.0
A,0,44,44.0
A,0,45,45.0
A,0,46,46.0
A,0,47,47.0
A,0,48,48.0
A,0,49,49.0
A,0,50,50.0
A,0,51,51.0
A,0,52,52.0
A,0,53,53.0
A,0,54,54.0
A,0,55,55.0
A,0,56,56.0
A,0,57,57.0
A,0,58,58.0
A,0,59,59.0
A,0,60,60.0
A,0,61,61.0
A,0,62,62.0
A,0,63,63.0
A,0,64,64.0
A,0,65,65.0
A,0,66,66.0
A,0,67,67.0
A,0,68,68.0
A,0,69,69.0
A,0,70,70.0
A,0,71,71.0
A,0,72,72.0
A,0,73,73.0
A,0,74,74.0
A,0,75,75.0
A,0,76,76.0
A,0,77,77.0
A,0,78,78.0
A,0,79,79.0
A,0,80,80.0
A,0,81,81.0
A,0,82,82.0
A,0,83,83.0
A,0,84,84.0
A,0,85,85.0
A,0,86,86.0
A,0,87,87.0
A,0,88,88.0
A,0,89,89.0
A,0,90,90.0
A,0,91,91.0
A,0,92,92.0
A,0,93,93.0
A,0,94,94.0
A,0,95,95.0
A,0,96,96.0
A,0,97,97.0
A,0,98,98.0
A,0,99,99.0
A,1,0,100.0
A,1,1,101.0
A,1,2,102.0
A,1,3,103.0
A,1,4,104.0
A,1,5,105.0
A,1,6,106.0
A,1,7,107.0
A,1,8,108.0
A,1,9,109.0
A,1,10,110.0
A,1,11,111.0
A,1,12,112.0
A,1,13,113.0
A,1,14,114.0
A,1,15,115.0
A,1,16,116.0
A,1,17,117.0
A,1,18,118.0
A,1,19,119.0
A,1,20,120.0
A,1,21,121.0
A,1,22,122.0
A,1,23,123.0
A,1,24,124.0
A,1,25,125.0
A,1,26,126.0
A,1,27,127.0
A,1,28,128.0
A,1,29,129.0
A,1,30,130.0
A,1,31,131.0
A,1,32,132.0
A,1,33,133.0
A,1,34,134.0
A,1,35,135.0
A,1,36,136.0
A,1,37,137.0
A,1,38,138.0
A,1,39,139.0
A,1,40,140.0
A,1,41,141.0
A,1,42,142.0
A,1,43,143.0
A,1,44,144.0
A,1,45,145.0
A,1,46,146.0
A,1,47,147.0
A,1,48,148.0
A,1,49,149.0
A,1,50,150.0
A,1,51,151.0
A,1,52,152.0
A,1,53,153.0
A,1,54,154.0
A,1,55,155.0
A,1,56,156.0
A,1,57,157.0
A,1,58,158.0
A,1,59,159.0
A,1,60,160.0
A,1,61,161.0
A,1,62,162.0
A,1,63,163.0
A,1,64,164.0
A,1,65,165.0
A,1,66,166.0
A,1,67,167.0
A,1,68,168.0
A,1,69,169.0
A,1,70,170.0
A,1,71,171.0
A,1,72,172.0
A,1,73,173.0
A,1,74,174.0
A,1,75,175.0
A,1,76,176.0
A,1,77,177.0
A,1,78,178.0
A,1,79,179.0
A,1,80,180.0
A,1,81,181.0
A,1,82,182.0
A,1,83,183.0
A,1,84,184.0
A,1,85,185.0
A,1,86,186.0
A,1,87,187.0
A,1,88,188.0
A,1,89,189.0
A,1,90,190.0
A,1,91,191.0
A,1,92,192.0
A,1,93,193.0
A,1,94,194.0
A,1,95,195.0
A,1,96,196.0
A,1,97,197.0
A,1,98,198.0
A,1,99,199.0
A,2,0,200.0
A,2,1,201.0
A,2,2,202.0
A,2,3,203.0
A,2,4,204.0
A,2,5,205.0
A,2,6,206.0
A,2,7,207.0
A,2,8,208.0
A,2,9,209.0
A,2,10,210.0
A,2,11,211.0
A,2,12,212.0
A,2,13,213.0
A,2,14,214.0
A,2,15,215.0
A,2,16,216.0
A,2,17,217.0
A,2,18,218.0
A,2,19,219.0
A,2,20,220.0
A,2,21,221.0
A,2,22,222.0
A,2,23,223.0
A,2,24,224.0
A,2,25,225.0
A,2,26,226.0
A,2,27,227.0
A,2,28,228.0
A,2,29,229.0
A,2,30,230.0
A,2,31,231.0
A,2,32,232.0
A,2,33,233.0
A,2,34,234.0
A,2,35,235.0
A,2,36,236.0
A,2,37,237.0
A,2,38,238.0
A,2,39,239.0
A,2,40,240.0
A,2,41,241.0
A,2,42,242.0
A,2,43,243.0
A,2,44,244.0
A,2,45,245.0
A,2,46,246.0
A,2,47,247.0
A,2,48,248.0
A,2,49,249.0
A,2,50,250.0
A,2,51,251.0
A,2,52,252.0
A,2,53,253.0
A,2,54,254.0
A,2,55,255.0
A,2,56,256.0
A,2,57,257.0
A,2,58,258.0
A,2,59,259.0
A,2,60,260.0
A,2,61,261.0
A,2,62,262.0
A,2,63,263.0
A,2,64,264.0
A,2,65,265.0
A,2,66,266.0
A,2,67,267.0
A,2,68,268.0
A,2,69,269.0
A,2,70,270.0
A,2,71,271.0
A,2,72,272.0
A,2,73,273.0
A,2,74,274.0
A,2,75,275.0
A,2,76,276.0
